date,airline,ch_code,num_code,dep_time,from,time_taken,stop,arr_time,to,price
11-02-2022,Vistara,UK,871,20:35,Delhi,17h 55m,"1-stop
												
												",14:30,Mumbai,"14,408"
11-02-2022,Vistara,UK,871,20:35,Delhi,26h 25m,"1-stop
												
												",23:00,Mumbai,"14,408"
11-02-2022,Air India,AI,762,20:15,Delhi,16h 10m,"1-stop
												
												",12:25,Mumbai,"14,250"
11-02-2022,GO FIRST,G8,1404,09:10,Delhi,07h 05m,"1-stop
												
												",16:15,Mumbai,"14,539"
11-02-2022,Vistara,UK,747,06:30,Delhi,13h 50m,"1-stop
												
												",20:20,Mumbai,"14,985"
11-02-2022,Air India,AI,512,15:30,Delhi,07h 35m,"1-stop
												
												",23:05,Mumbai,"14,670"
11-02-2022,Air India,AI,537,16:15,Delhi,15h 50m,"1-stop
												
												",08:05,Mumbai,"15,195"
11-02-2022,Vistara,UK,977,19:00,Delhi,02h 15m,non-stop ,21:15,Mumbai,"15,720"
11-02-2022,Vistara,UK,809,19:50,Delhi,24h 25m,"1-stop
												
												",20:15,Mumbai,"15,983"
11-02-2022,Vistara,UK,809,19:50,Delhi,26h 00m,"1-stop
												
												",21:50,Mumbai,"15,983"
11-02-2022,Indigo,6E,184,09:05,Delhi,04h 10m,"1-stop
												
												",13:15,Mumbai,"15,720"
11-02-2022,SpiceJet,SG,3002,07:45,Delhi,04h 15m,"1-stop
												
												",12:00,Mumbai,"15,720"
11-02-2022,Indigo,6E,2102,07:20,Delhi,05h 05m,"1-stop
												
												",12:25,Mumbai,"15,720"
11-02-2022,Air India,AI,801,17:05,Delhi,29h 20m,"1-stop
												
												",22:25,Mumbai,"16,245"
11-02-2022,Vistara,UK,637,17:10,Delhi,04h 25m,"1-stop
												
												",21:35,Mumbai,"16,613"
11-02-2022,Vistara,UK,747,06:30,Delhi,17h 00m,"1-stop
												
												",23:30,Mumbai,"16,665"
11-02-2022,Vistara,UK,835,19:55,Delhi,26h 40m,"1-stop
												
												",22:35,Mumbai,"16,665"
11-02-2022,Air India,AI,764,16:55,Delhi,27h 10m,"1-stop
												
												",20:05,Mumbai,"16,455"
11-02-2022,Air India,AI,531,20:00,Delhi,24h 45m,"1-stop
												
												",20:45,Mumbai,"16,665"
11-02-2022,Vistara,UK,817,16:05,Delhi,05h 45m,"1-stop
												
												",21:50,Mumbai,"17,348"
11-02-2022,Vistara,UK,819,14:15,Delhi,07h 35m,"1-stop
												
												",21:50,Mumbai,"17,348"
11-02-2022,Vistara,UK,801,09:05,Delhi,12h 45m,"1-stop
												
												",21:50,Mumbai,"17,348"
11-02-2022,Vistara,UK,815,08:05,Delhi,13h 45m,"1-stop
												
												",21:50,Mumbai,"17,348"
11-02-2022,Vistara,UK,813,17:35,Delhi,17h 50m,"1-stop
												
												",11:25,Mumbai,"17,348"
11-02-2022,Vistara,UK,705,07:30,Delhi,05h 30m,"1-stop
												
												",13:00,Mumbai,"17,400"
11-02-2022,Vistara,UK,707,17:30,Delhi,19h 30m,"1-stop
												
												",13:00,Mumbai,"17,505"
11-02-2022,Vistara,UK,737,15:55,Delhi,07h 35m,"1-stop
												
												",23:30,Mumbai,"17,610"
11-02-2022,Air India,AI,762,20:15,Delhi,23h 50m,"1-stop
												
												",20:05,Mumbai,"17,295"
11-02-2022,Vistara,UK,673,13:20,Delhi,05h 00m,"1-stop
												
												",18:20,Mumbai,"17,663"
11-02-2022,Air India,AI,839,21:25,Delhi,26h 30m,"1-stop
												
												",23:55,Mumbai,"18,030"
11-02-2022,Vistara,UK,879,17:40,Delhi,20h 50m,"1-stop
												
												",14:30,Mumbai,"18,398"
11-02-2022,Vistara,UK,705,07:30,Delhi,12h 50m,"1-stop
												
												",20:20,Mumbai,"18,450"
11-02-2022,GO FIRST,G8,191,09:15,Delhi,08h 55m,"1-stop
												
												",18:10,Mumbai,"18,487"
11-02-2022,Vistara,UK,819,14:15,Delhi,06h 00m,"1-stop
												
												",20:15,Mumbai,"18,923"
11-02-2022,Vistara,UK,801,09:05,Delhi,11h 10m,"1-stop
												
												",20:15,Mumbai,"18,923"
11-02-2022,Vistara,UK,815,08:05,Delhi,12h 10m,"1-stop
												
												",20:15,Mumbai,"18,923"
11-02-2022,Vistara,UK,809,19:50,Delhi,15h 35m,"1-stop
												
												",11:25,Mumbai,"19,238"
11-02-2022,Vistara,UK,835,19:55,Delhi,15h 45m,"1-stop
												
												",11:40,Mumbai,"19,920"
11-02-2022,Air India,AI,767,12:10,Delhi,07h 55m,"1-stop
												
												",20:05,Mumbai,"19,710"
11-02-2022,Air India,AI,401,06:50,Delhi,13h 15m,"1-stop
												
												",20:05,Mumbai,"19,710"
11-02-2022,Vistara,UK,705,07:30,Delhi,16h 00m,"1-stop
												
												",23:30,Mumbai,"20,130"
11-02-2022,Air India,AI,473,18:40,Delhi,22h 45m,"1-stop
												
												",17:25,Mumbai,"19,815"
11-02-2022,Vistara,UK,707,17:30,Delhi,06h 00m,"1-stop
												
												",23:30,Mumbai,"21,075"
11-02-2022,GO FIRST,G8,213,11:50,Delhi,06h 20m,"1-stop
												
												",18:10,Mumbai,"21,111"
11-02-2022,Air India,AI,409,10:35,Delhi,07h 15m,"1-stop
												
												",17:50,Mumbai,"23,206"
11-02-2022,Air India,AI,429,09:50,Delhi,30h 05m,"1-stop
												Via Chennai
												",15:55,Mumbai,"24,540"
11-02-2022,Air India,AI,401,06:50,Delhi,11h 00m,"1-stop
												
												",17:50,Mumbai,"25,800"
11-02-2022,Vistara,UK,837,17:25,Delhi,18h 15m,"1-stop
												
												",11:40,Mumbai,"27,270"
11-02-2022,Air India,AI,877,11:20,Delhi,06h 05m,"1-stop
												
												",17:25,Mumbai,"29,580"
12-02-2022,SpiceJet,SG,8803,07:20,Delhi,02h 15m,non-stop ,09:35,Mumbai,"5,953"
12-02-2022,SpiceJet,SG,8169,19:45,Delhi,02h 20m,non-stop ,22:05,Mumbai,"5,953"
12-02-2022,Vistara,UK,927,09:30,Delhi,02h 05m,non-stop ,11:35,Mumbai,"5,955"
12-02-2022,Vistara,UK,985,19:50,Delhi,02h 10m,non-stop ,22:00,Mumbai,"5,955"
12-02-2022,Vistara,UK,977,19:00,Delhi,02h 15m,non-stop ,21:15,Mumbai,"5,955"
12-02-2022,Vistara,UK,963,08:50,Delhi,02h 20m,non-stop ,11:10,Mumbai,"5,955"
12-02-2022,Vistara,UK,955,17:45,Delhi,02h 20m,non-stop ,20:05,Mumbai,"5,955"
12-02-2022,Vistara,UK,953,20:40,Delhi,02h 10m,non-stop ,22:50,Mumbai,"6,060"
12-02-2022,GO FIRST,G8,334,08:00,Delhi,02h 10m,non-stop ,10:10,Mumbai,"5,954"
12-02-2022,GO FIRST,G8,336,14:20,Delhi,02h 15m,non-stop ,16:35,Mumbai,"5,954"
12-02-2022,GO FIRST,G8,346,19:40,Delhi,02h 15m,non-stop ,21:55,Mumbai,"5,954"
12-02-2022,GO FIRST,G8,330,21:00,Delhi,02h 15m,non-stop ,23:15,Mumbai,"5,954"
12-02-2022,GO FIRST,G8,338,10:30,Delhi,02h 20m,non-stop ,12:50,Mumbai,"5,954"
12-02-2022,GO FIRST,G8,323,18:50,Delhi,02h 20m,non-stop ,21:10,Mumbai,"5,954"
12-02-2022,Indigo,6E,5001,07:15,Delhi,02h 10m,non-stop ,09:25,Mumbai,"5,955"
12-02-2022,Indigo,6E,2046,17:15,Delhi,02h 10m,non-stop ,19:25,Mumbai,"5,955"
12-02-2022,Indigo,6E,5041,18:40,Delhi,02h 10m,non-stop ,20:50,Mumbai,"5,955"
12-02-2022,Indigo,6E,218,10:50,Delhi,02h 15m,non-stop ,13:05,Mumbai,"5,955"
12-02-2022,Indigo,6E,549,14:20,Delhi,02h 15m,non-stop ,16:35,Mumbai,"5,955"
12-02-2022,Indigo,6E,6722,21:15,Delhi,02h 15m,non-stop ,23:30,Mumbai,"5,955"
12-02-2022,SpiceJet,SG,8157,06:20,Delhi,02h 20m,non-stop ,08:40,Mumbai,"5,955"
12-02-2022,Indigo,6E,6278,08:45,Delhi,02h 20m,non-stop ,11:05,Mumbai,"5,955"
12-02-2022,Indigo,6E,5328,09:30,Delhi,02h 30m,non-stop ,12:00,Mumbai,"5,955"
12-02-2022,AirAsia,I5,764,04:25,Delhi,02h 10m,non-stop ,06:35,Mumbai,"5,956"
12-02-2022,Air India,AI,868,18:00,Delhi,02h 00m,non-stop ,20:00,Mumbai,"5,955"
12-02-2022,Air India,AI,887,07:00,Delhi,02h 05m,non-stop ,09:05,Mumbai,"5,955"
12-02-2022,Air India,AI,665,08:00,Delhi,02h 10m,non-stop ,10:10,Mumbai,"5,955"
12-02-2022,Air India,AI,805,20:00,Delhi,02h 10m,non-stop ,22:10,Mumbai,"5,955"
12-02-2022,Air India,AI,624,19:00,Delhi,02h 15m,non-stop ,21:15,Mumbai,"5,955"
12-02-2022,AirAsia,I5,747,19:00,Delhi,12h 15m,"1-stop
												
												",07:15,Mumbai,"5,949"
12-02-2022,AirAsia,I5,747,19:00,Delhi,16h 20m,"1-stop
												
												",11:20,Mumbai,"5,949"
12-02-2022,GO FIRST,G8,188,08:00,Delhi,12h 20m,"1-stop
												
												",20:20,Mumbai,"5,954"
12-02-2022,GO FIRST,G8,103,19:25,Delhi,12h 20m,"1-stop
												
												",07:45,Mumbai,"5,954"
12-02-2022,Air India,AI,636,14:30,Delhi,03h 30m,"1-stop
												Via Indore
												",18:00,Mumbai,"5,955"
12-02-2022,Air India,AI,441,17:50,Delhi,03h 45m,"1-stop
												Via IXU
												",21:35,Mumbai,"5,955"
12-02-2022,Vistara,UK,995,10:20,Delhi,02h 15m,non-stop ,12:35,Mumbai,"6,375"
12-02-2022,Vistara,UK,951,14:20,Delhi,02h 10m,non-stop ,16:30,Mumbai,"7,530"
12-02-2022,Vistara,UK,933,15:30,Delhi,02h 10m,non-stop ,17:40,Mumbai,"7,530"
12-02-2022,Vistara,UK,945,11:40,Delhi,02h 20m,non-stop ,14:00,Mumbai,"7,530"
12-02-2022,AirAsia,I5,784,16:05,Delhi,15h 10m,"1-stop
												
												",07:15,Mumbai,"7,419"
12-02-2022,Indigo,6E,6202,12:00,Delhi,02h 10m,non-stop ,14:10,Mumbai,"7,845"
12-02-2022,Indigo,6E,2022,06:25,Delhi,10h 15m,"1-stop
												
												",16:40,Mumbai,"8,396"
12-02-2022,SpiceJet,SG,2976,19:20,Delhi,04h 30m,"1-stop
												
												",23:50,Mumbai,"8,869"
12-02-2022,SpiceJet,SG,2976,19:20,Delhi,15h 15m,"1-stop
												
												",10:35,Mumbai,"9,183"
12-02-2022,Air India,AI,469,05:15,Delhi,07h 15m,"1-stop
												Via RPR
												",12:30,Mumbai,"9,840"
12-02-2022,Air India,AI,542,09:45,Delhi,14h 10m,"1-stop
												
												",23:55,Mumbai,"9,840"
12-02-2022,Air India,AI,560,08:10,Delhi,15h 45m,"1-stop
												
												",23:55,Mumbai,"9,840"
12-02-2022,Vistara,UK,683,13:40,Delhi,25h 35m,"1-stop
												
												",15:15,Mumbai,"10,566"
12-02-2022,Air India,AI,403,12:55,Delhi,06h 20m,"1-stop
												
												",19:15,Mumbai,"10,303"
12-02-2022,Indigo,6E,2154,10:30,Delhi,04h 05m,"1-stop
												
												",14:35,Mumbai,"10,523"
12-02-2022,Air India,AI,9843,06:05,Delhi,09h 45m,"1-stop
												
												",15:50,Mumbai,"10,523"
12-02-2022,Vistara,UK,871,20:35,Delhi,26h 25m,"1-stop
												
												",23:00,Mumbai,"11,048"
12-02-2022,Indigo,6E,2168,18:00,Delhi,04h 25m,"1-stop
												
												",22:25,Mumbai,"10,838"
12-02-2022,Indigo,6E,2193,14:05,Delhi,08h 20m,"1-stop
												
												",22:25,Mumbai,"10,838"
12-02-2022,Indigo,6E,369,21:50,Delhi,10h 25m,"1-stop
												
												",08:15,Mumbai,"10,838"
12-02-2022,Air India,AI,544,17:15,Delhi,06h 40m,"1-stop
												
												",23:55,Mumbai,"11,100"
12-02-2022,Indigo,6E,2338,12:45,Delhi,08h 00m,"1-stop
												
												",20:45,Mumbai,"11,326"
12-02-2022,Indigo,6E,282,10:00,Delhi,09h 40m,2+-stop,19:40,Mumbai,"11,678"
12-02-2022,Vistara,UK,809,19:50,Delhi,12h 25m,"1-stop
												
												",08:15,Mumbai,"12,150"
12-02-2022,Vistara,UK,813,17:35,Delhi,14h 40m,"1-stop
												
												",08:15,Mumbai,"12,150"
12-02-2022,Vistara,UK,817,16:05,Delhi,16h 10m,"1-stop
												
												",08:15,Mumbai,"12,150"
12-02-2022,Vistara,UK,815,08:05,Delhi,24h 10m,"1-stop
												
												",08:15,Mumbai,"12,150"
12-02-2022,Indigo,6E,2193,14:05,Delhi,03h 50m,"1-stop
												
												",17:55,Mumbai,"11,814"
12-02-2022,Indigo,6E,152,10:15,Delhi,07h 40m,"1-stop
												
												",17:55,Mumbai,"11,814"
12-02-2022,Air India,AI,453,04:55,Delhi,10h 05m,"1-stop
												
												",15:00,Mumbai,"11,900"
12-02-2022,Vistara,UK,859,10:25,Delhi,12h 35m,"1-stop
												
												",23:00,Mumbai,"12,308"
12-02-2022,Vistara,UK,637,17:10,Delhi,04h 25m,"1-stop
												
												",21:35,Mumbai,"12,570"
12-02-2022,Vistara,UK,801,09:05,Delhi,23h 10m,"1-stop
												
												",08:15,Mumbai,"12,570"
12-02-2022,Vistara,UK,829,07:30,Delhi,07h 00m,"1-stop
												
												",14:30,Mumbai,"12,623"
12-02-2022,Vistara,UK,899,14:45,Delhi,08h 15m,"1-stop
												
												",23:00,Mumbai,"12,623"
12-02-2022,Vistara,UK,829,07:30,Delhi,15h 30m,"1-stop
												
												",23:00,Mumbai,"12,623"
12-02-2022,Air India,AI,9857,06:20,Delhi,07h 15m,"1-stop
												
												",13:35,Mumbai,"12,298"
12-02-2022,Indigo,6E,607,22:15,Delhi,10h 10m,"1-stop
												
												",08:25,Mumbai,"12,302"
12-02-2022,Air India,AI,504,21:35,Delhi,23h 30m,"1-stop
												
												",21:05,Mumbai,"12,465"
12-02-2022,Vistara,UK,819,14:15,Delhi,18h 00m,"1-stop
												
												",08:15,Mumbai,"12,990"
12-02-2022,Air India,AI,885,10:55,Delhi,13h 15m,"1-stop
												
												",00:10,Mumbai,"12,675"
12-02-2022,SpiceJet,SG,2277,15:45,Delhi,25h 45m,"1-stop
												
												",17:30,Mumbai,"12,850"
12-02-2022,Air India,AI,540,20:40,Delhi,11h 25m,"1-stop
												
												",08:05,Mumbai,"12,990"
12-02-2022,Air India,AI,885,10:55,Delhi,11h 30m,"1-stop
												
												",22:25,Mumbai,"12,990"
12-02-2022,Air India,AI,762,20:15,Delhi,16h 10m,"1-stop
												
												",12:25,Mumbai,"12,990"
12-02-2022,Air India,AI,764,16:55,Delhi,19h 30m,"1-stop
												
												",12:25,Mumbai,"12,990"
12-02-2022,Air India,AI,885,10:55,Delhi,21h 25m,"1-stop
												
												",08:20,Mumbai,"12,990"
12-02-2022,GO FIRST,G8,719,06:00,Delhi,14h 15m,"1-stop
												
												",20:15,Mumbai,"13,069"
12-02-2022,GO FIRST,G8,188,08:00,Delhi,07h 45m,"1-stop
												
												",15:45,Mumbai,"13,321"
12-02-2022,Vistara,UK,879,17:40,Delhi,05h 20m,"1-stop
												
												",23:00,Mumbai,"13,673"
12-02-2022,Vistara,UK,737,15:55,Delhi,21h 05m,"1-stop
												
												",13:00,Mumbai,"13,830"
12-02-2022,Vistara,UK,817,16:05,Delhi,05h 45m,"1-stop
												
												",21:50,Mumbai,"14,093"
12-02-2022,Vistara,UK,815,08:05,Delhi,12h 10m,"1-stop
												
												",20:15,Mumbai,"14,093"
12-02-2022,Vistara,UK,815,08:05,Delhi,13h 45m,"1-stop
												
												",21:50,Mumbai,"14,093"
12-02-2022,Air India,AI,537,16:15,Delhi,15h 50m,"1-stop
												
												",08:05,Mumbai,"13,830"
12-02-2022,GO FIRST,G8,266,06:25,Delhi,11h 45m,"1-stop
												
												",18:10,Mumbai,"14,129"
12-02-2022,Vistara,UK,801,09:05,Delhi,11h 10m,"1-stop
												
												",20:15,Mumbai,"14,513"
12-02-2022,Vistara,UK,801,09:05,Delhi,12h 45m,"1-stop
												
												",21:50,Mumbai,"14,513"
12-02-2022,Air India,AI,885,10:55,Delhi,05h 40m,"1-stop
												
												",16:35,Mumbai,"14,250"
12-02-2022,GO FIRST,G8,119,18:40,Delhi,15h 10m,"1-stop
												
												",09:50,Mumbai,"14,409"
12-02-2022,GO FIRST,G8,717,16:40,Delhi,04h 45m,"1-stop
												
												",21:25,Mumbai,"14,487"
12-02-2022,Vistara,UK,819,14:15,Delhi,06h 00m,"1-stop
												
												",20:15,Mumbai,"14,933"
12-02-2022,Vistara,UK,819,14:15,Delhi,07h 35m,"1-stop
												
												",21:50,Mumbai,"14,933"
12-02-2022,Vistara,UK,706,13:40,Delhi,07h 55m,"1-stop
												
												",21:35,Mumbai,"15,038"
12-02-2022,Vistara,UK,809,19:50,Delhi,15h 35m,"1-stop
												
												",11:25,Mumbai,"15,353"
12-02-2022,Vistara,UK,813,17:35,Delhi,17h 50m,"1-stop
												
												",11:25,Mumbai,"15,353"
12-02-2022,Vistara,UK,817,16:05,Delhi,19h 20m,"1-stop
												
												",11:25,Mumbai,"15,353"
12-02-2022,Vistara,UK,809,19:50,Delhi,26h 00m,"1-stop
												
												",21:50,Mumbai,"15,353"
12-02-2022,Vistara,UK,813,17:35,Delhi,28h 15m,"1-stop
												
												",21:50,Mumbai,"15,353"
12-02-2022,GO FIRST,G8,1404,09:10,Delhi,07h 05m,"1-stop
												
												",16:15,Mumbai,"15,117"
12-02-2022,Air India,AI,439,06:05,Delhi,26h 00m,"1-stop
												
												",08:05,Mumbai,"15,195"
12-02-2022,Indigo,6E,2102,07:20,Delhi,05h 05m,"1-stop
												
												",12:25,Mumbai,"15,232"
12-02-2022,Air India,AI,465,16:50,Delhi,06h 15m,"1-stop
												
												",23:05,Mumbai,"15,510"
12-02-2022,Indigo,6E,184,09:05,Delhi,04h 10m,"1-stop
												
												",13:15,Mumbai,"15,720"
12-02-2022,SpiceJet,SG,3002,07:45,Delhi,04h 15m,"1-stop
												
												",12:00,Mumbai,"15,720"
12-02-2022,Indigo,6E,5018,12:55,Delhi,10h 20m,"1-stop
												
												",23:15,Mumbai,"15,720"
12-02-2022,Air India,AI,401,06:50,Delhi,13h 15m,"1-stop
												
												",20:05,Mumbai,"16,035"
12-02-2022,Vistara,UK,839,13:30,Delhi,09h 05m,"1-stop
												
												",22:35,Mumbai,"16,560"
12-02-2022,Vistara,UK,833,07:10,Delhi,15h 25m,"1-stop
												
												",22:35,Mumbai,"16,560"
12-02-2022,GO FIRST,G8,165,06:05,Delhi,08h 00m,"1-stop
												
												",14:05,Mumbai,"16,823"
12-02-2022,Vistara,UK,809,19:50,Delhi,24h 25m,"1-stop
												
												",20:15,Mumbai,"17,348"
12-02-2022,Vistara,UK,813,17:35,Delhi,26h 40m,"1-stop
												
												",20:15,Mumbai,"17,348"
12-02-2022,GO FIRST,G8,237,12:50,Delhi,09h 15m,"1-stop
												
												",22:05,Mumbai,"17,136"
12-02-2022,Air India,AI,762,20:15,Delhi,23h 50m,"1-stop
												
												",20:05,Mumbai,"18,135"
12-02-2022,Air India,AI,764,16:55,Delhi,27h 10m,"1-stop
												
												",20:05,Mumbai,"18,135"
12-02-2022,Vistara,UK,673,13:20,Delhi,05h 00m,"1-stop
												
												",18:20,Mumbai,"19,343"
12-02-2022,Vistara,UK,627,13:20,Delhi,26h 40m,"1-stop
												
												",16:00,Mumbai,"19,553"
12-02-2022,Vistara,UK,705,06:30,Delhi,06h 30m,"1-stop
												Via Lucknow
												",13:00,Mumbai,"19,815"
12-02-2022,Air India,AI,406,10:15,Delhi,04h 50m,"1-stop
												
												",15:05,Mumbai,"20,445"
