date,airline,ch_code,num_code,dep_time,from,time_taken,stop,arr_time,to,price
12-02-2022,Vistara,UK,817,16:05,Delhi,16h 10m,"1-stop
												
												",08:15,Mumbai,"57,868"
12-02-2022,Vistara,UK,819,14:15,Delhi,18h 00m,"1-stop
												
												",08:15,Mumbai,"57,868"
12-02-2022,Vistara,UK,706,13:40,Delhi,07h 55m,"1-stop
												
												",21:35,Mumbai,"58,524"
12-02-2022,Vistara,UK,809,19:50,Delhi,15h 35m,"1-stop
												
												",11:25,Mumbai,"59,996"
12-02-2022,Vistara,UK,813,17:35,Delhi,17h 50m,"1-stop
												
												",11:25,Mumbai,"59,996"
12-02-2022,Air India,AI,465,16:50,Delhi,06h 15m,"1-stop
												
												",23:05,Mumbai,"59,976"
12-02-2022,Air India,AI,512,14:10,Delhi,08h 55m,"1-stop
												
												",23:05,Mumbai,"59,976"
12-02-2022,Air India,AI,767,12:10,Delhi,07h 55m,"1-stop
												
												",20:05,Mumbai,"61,273"
12-02-2022,Air India,AI,401,06:50,Delhi,13h 15m,"1-stop
												
												",20:05,Mumbai,"61,273"
12-02-2022,Air India,AI,762,20:15,Delhi,21h 35m,"1-stop
												
												",17:50,Mumbai,"61,273"
12-02-2022,Air India,AI,762,20:15,Delhi,23h 50m,"1-stop
												
												",20:05,Mumbai,"61,273"
12-02-2022,Air India,AI,764,16:55,Delhi,24h 55m,"1-stop
												
												",17:50,Mumbai,"61,273"
12-02-2022,Air India,AI,764,16:55,Delhi,27h 10m,"1-stop
												
												",20:05,Mumbai,"61,273"
12-02-2022,Air India,AI,767,12:10,Delhi,29h 40m,"1-stop
												
												",17:50,Mumbai,"61,273"
12-02-2022,Vistara,UK,835,19:55,Delhi,15h 45m,"1-stop
												
												",11:40,Mumbai,"61,721"
12-02-2022,Vistara,UK,837,17:25,Delhi,18h 15m,"1-stop
												
												",11:40,Mumbai,"61,721"
12-02-2022,Vistara,UK,835,19:55,Delhi,26h 40m,"1-stop
												
												",22:35,Mumbai,"61,721"
12-02-2022,Vistara,UK,737,15:55,Delhi,21h 05m,"1-stop
												
												",13:00,Mumbai,"62,057"
12-02-2022,Vistara,UK,847,11:10,Delhi,27h 35m,"1-stop
												
												",14:45,Mumbai,"67,657"
12-02-2022,Vistara,UK,737,15:55,Delhi,28h 25m,"1-stop
												
												",20:20,Mumbai,"77,737"
12-02-2022,Vistara,UK,707,17:30,Delhi,19h 30m,"1-stop
												Via Lucknow
												",13:00,Mumbai,"79,977"
12-02-2022,Vistara,UK,707,17:30,Delhi,26h 50m,"1-stop
												Via Lucknow
												",20:20,Mumbai,"95,657"
13-02-2022,Vistara,UK,951,14:20,Delhi,02h 10m,non-stop ,16:30,Mumbai,"25,736"
13-02-2022,Air India,AI,868,18:00,Delhi,02h 00m,non-stop ,20:00,Mumbai,"25,612"
13-02-2022,Air India,AI,887,07:00,Delhi,02h 05m,non-stop ,09:05,Mumbai,"25,612"
13-02-2022,Air India,AI,665,08:00,Delhi,02h 10m,non-stop ,10:10,Mumbai,"25,612"
13-02-2022,Air India,AI,805,20:00,Delhi,02h 10m,non-stop ,22:10,Mumbai,"25,612"
13-02-2022,Air India,AI,624,19:00,Delhi,02h 15m,non-stop ,21:15,Mumbai,"25,612"
13-02-2022,Air India,AI,636,14:30,Delhi,03h 30m,"1-stop
												Via IDR
												",18:00,Mumbai,"25,612"
13-02-2022,Air India,AI,441,17:50,Delhi,03h 45m,"1-stop
												Via IXU
												",21:35,Mumbai,"25,612"
13-02-2022,Vistara,UK,953,20:40,Delhi,02h 10m,non-stop ,22:50,Mumbai,"30,104"
13-02-2022,Air India,AI,678,09:00,Delhi,02h 15m,non-stop ,11:15,Mumbai,"30,092"
13-02-2022,Vistara,UK,927,09:30,Delhi,02h 05m,non-stop ,11:35,Mumbai,"32,456"
13-02-2022,Vistara,UK,945,11:40,Delhi,02h 20m,non-stop ,14:00,Mumbai,"32,456"
13-02-2022,Vistara,UK,683,13:40,Delhi,25h 35m,"1-stop
												
												",15:15,Mumbai,"33,197"
13-02-2022,Air India,AI,475,13:00,Delhi,24h 35m,"1-stop
												
												",13:35,Mumbai,"33,136"
13-02-2022,Air India,AI,531,20:00,Delhi,24h 45m,"1-stop
												
												",20:45,Mumbai,"33,926"
13-02-2022,Air India,AI,811,18:30,Delhi,20h 35m,"1-stop
												
												",15:05,Mumbai,"34,982"
13-02-2022,Air India,AI,431,12:55,Delhi,26h 10m,"1-stop
												
												",15:05,Mumbai,"34,982"
13-02-2022,Air India,AI,479,21:15,Delhi,16h 30m,"1-stop
												
												",13:45,Mumbai,"36,652"
13-02-2022,Vistara,UK,995,10:20,Delhi,02h 15m,non-stop ,12:35,Mumbai,"38,056"
13-02-2022,Air India,AI,483,16:30,Delhi,23h 55m,"1-stop
												
												",16:25,Mumbai,"39,580"
13-02-2022,Vistara,UK,977,19:00,Delhi,02h 15m,non-stop ,21:15,Mumbai,"40,296"
13-02-2022,Vistara,UK,963,08:50,Delhi,02h 20m,non-stop ,11:10,Mumbai,"40,296"
13-02-2022,Air India,AI,411,07:05,Delhi,08h 00m,"1-stop
												
												",15:05,Mumbai,"40,582"
13-02-2022,Air India,AI,839,21:25,Delhi,26h 30m,"1-stop
												
												",23:55,Mumbai,"42,770"
13-02-2022,Vistara,UK,871,20:35,Delhi,26h 25m,"1-stop
												
												",23:00,Mumbai,"43,521"
13-02-2022,Vistara,UK,955,17:45,Delhi,02h 20m,non-stop ,20:05,Mumbai,"44,664"
13-02-2022,Air India,AI,544,17:15,Delhi,06h 40m,"1-stop
												
												",23:55,Mumbai,"44,450"
13-02-2022,Air India,AI,542,09:45,Delhi,14h 10m,"1-stop
												
												",23:55,Mumbai,"44,450"
13-02-2022,Air India,AI,560,08:10,Delhi,15h 45m,"1-stop
												
												",23:55,Mumbai,"44,450"
13-02-2022,Vistara,UK,879,17:40,Delhi,05h 20m,"1-stop
												
												",23:00,Mumbai,"45,145"
13-02-2022,Vistara,UK,899,14:45,Delhi,08h 15m,"1-stop
												
												",23:00,Mumbai,"45,145"
13-02-2022,Vistara,UK,859,10:25,Delhi,12h 35m,"1-stop
												
												",23:00,Mumbai,"45,145"
13-02-2022,Vistara,UK,829,07:30,Delhi,15h 30m,"1-stop
												
												",23:00,Mumbai,"45,145"
13-02-2022,Air India,AI,451,14:30,Delhi,25h 55m,"1-stop
												
												",16:25,Mumbai,"45,222"
13-02-2022,Air India,AI,473,18:40,Delhi,22h 45m,"1-stop
												
												",17:25,Mumbai,"45,459"
13-02-2022,Vistara,UK,985,19:50,Delhi,02h 10m,non-stop ,22:00,Mumbai,"45,896"
13-02-2022,Air India,AI,406,10:15,Delhi,04h 50m,"1-stop
												
												",15:05,Mumbai,"46,265"
13-02-2022,Vistara,UK,829,07:30,Delhi,07h 00m,"1-stop
												
												",14:30,Mumbai,"47,396"
13-02-2022,Vistara,UK,871,20:35,Delhi,17h 55m,"1-stop
												
												",14:30,Mumbai,"47,396"
13-02-2022,Vistara,UK,879,17:40,Delhi,20h 50m,"1-stop
												
												",14:30,Mumbai,"47,396"
13-02-2022,Vistara,UK,899,14:45,Delhi,23h 45m,"1-stop
												
												",14:30,Mumbai,"47,396"
13-02-2022,Vistara,UK,627,13:20,Delhi,26h 40m,"1-stop
												
												",16:00,Mumbai,"49,737"
13-02-2022,Air India,AI,885,10:55,Delhi,21h 25m,"1-stop
												
												",08:20,Mumbai,"49,872"
13-02-2022,Air India,AI,877,11:00,Delhi,06h 25m,"1-stop
												
												",17:25,Mumbai,"51,059"
13-02-2022,Vistara,UK,933,15:30,Delhi,02h 10m,non-stop ,17:40,Mumbai,"51,496"
13-02-2022,Air India,AI,429,09:50,Delhi,30h 05m,"1-stop
												Via Chennai
												",15:55,Mumbai,"51,342"
13-02-2022,Vistara,UK,673,13:20,Delhi,05h 00m,"1-stop
												
												",18:20,Mumbai,"53,881"
13-02-2022,Air India,AI,807,17:20,Delhi,15h 15m,"1-stop
												
												",08:35,Mumbai,"54,284"
13-02-2022,Air India,AI,502,13:30,Delhi,19h 05m,"1-stop
												
												",08:35,Mumbai,"54,284"
13-02-2022,Air India,AI,506,09:45,Delhi,22h 50m,"1-stop
												
												",08:35,Mumbai,"54,284"
13-02-2022,Air India,AI,803,06:10,Delhi,26h 25m,"1-stop
												
												",08:35,Mumbai,"54,284"
13-02-2022,Air India,AI,807,17:20,Delhi,27h 45m,"1-stop
												
												",21:05,Mumbai,"54,284"
13-02-2022,Air India,AI,540,20:40,Delhi,20h 25m,"1-stop
												
												",17:05,Mumbai,"54,898"
13-02-2022,Air India,AI,537,16:15,Delhi,24h 50m,"1-stop
												
												",17:05,Mumbai,"54,898"
13-02-2022,Vistara,UK,835,19:55,Delhi,15h 45m,"1-stop
												
												",11:40,Mumbai,"55,416"
13-02-2022,Vistara,UK,837,17:25,Delhi,18h 15m,"1-stop
												
												",11:40,Mumbai,"55,416"
13-02-2022,Vistara,UK,835,19:55,Delhi,26h 40m,"1-stop
												
												",22:35,Mumbai,"55,416"
13-02-2022,Air India,AI,502,13:30,Delhi,07h 35m,"1-stop
												
												",21:05,Mumbai,"56,081"
13-02-2022,Air India,AI,506,09:45,Delhi,11h 20m,"1-stop
												
												",21:05,Mumbai,"56,081"
13-02-2022,Air India,AI,504,21:15,Delhi,11h 20m,"1-stop
												
												",08:35,Mumbai,"56,081"
13-02-2022,Air India,AI,803,06:10,Delhi,14h 55m,"1-stop
												
												",21:05,Mumbai,"56,081"
13-02-2022,Air India,AI,504,21:15,Delhi,23h 50m,"1-stop
												
												",21:05,Mumbai,"56,081"
13-02-2022,Air India,AI,429,09:50,Delhi,07h 15m,"1-stop
												
												",17:05,Mumbai,"57,074"
13-02-2022,Air India,AI,439,06:05,Delhi,11h 00m,"1-stop
												
												",17:05,Mumbai,"57,074"
13-02-2022,Vistara,UK,855,18:40,Delhi,20h 05m,"1-stop
												
												",14:45,Mumbai,"58,865"
13-02-2022,Vistara,UK,801,09:05,Delhi,23h 10m,"1-stop
												
												",08:15,Mumbai,"59,996"
13-02-2022,Vistara,UK,815,08:05,Delhi,24h 10m,"1-stop
												
												",08:15,Mumbai,"59,996"
13-02-2022,Air India,AI,465,16:50,Delhi,06h 15m,"1-stop
												
												",23:05,Mumbai,"59,976"
13-02-2022,Air India,AI,512,14:10,Delhi,08h 55m,"1-stop
												
												",23:05,Mumbai,"59,976"
13-02-2022,Air India,AI,767,12:10,Delhi,07h 55m,"1-stop
												
												",20:05,Mumbai,"61,273"
13-02-2022,Air India,AI,401,06:50,Delhi,11h 00m,"1-stop
												
												",17:50,Mumbai,"61,273"
13-02-2022,Air India,AI,401,06:50,Delhi,13h 15m,"1-stop
												
												",20:05,Mumbai,"61,273"
13-02-2022,Vistara,UK,833,07:10,Delhi,15h 25m,"1-stop
												
												",22:35,Mumbai,"61,721"
13-02-2022,Vistara,UK,801,09:05,Delhi,12h 45m,"1-stop
												
												",21:50,Mumbai,"66,044"
13-02-2022,Vistara,UK,815,08:05,Delhi,13h 45m,"1-stop
												
												",21:50,Mumbai,"66,044"
13-02-2022,Vistara,UK,707,17:30,Delhi,19h 30m,"1-stop
												Via Lucknow
												",13:00,Mumbai,"70,793"
13-02-2022,Vistara,UK,707,17:30,Delhi,26h 50m,"1-stop
												Via Lucknow
												",20:20,Mumbai,"70,793"
13-02-2022,Vistara,UK,707,17:30,Delhi,30h 00m,"1-stop
												Via Lucknow
												",23:30,Mumbai,"70,793"
13-02-2022,Vistara,UK,809,19:50,Delhi,12h 25m,"1-stop
												
												",08:15,Mumbai,"76,768"
13-02-2022,Vistara,UK,813,17:35,Delhi,14h 40m,"1-stop
												
												",08:15,Mumbai,"76,768"
13-02-2022,Vistara,UK,817,16:05,Delhi,16h 10m,"1-stop
												
												",08:15,Mumbai,"76,768"
13-02-2022,Vistara,UK,817,16:05,Delhi,05h 45m,"1-stop
												
												",21:50,Mumbai,"82,816"
13-02-2022,Vistara,UK,809,19:50,Delhi,15h 35m,"1-stop
												
												",11:25,Mumbai,"82,816"
13-02-2022,Vistara,UK,813,17:35,Delhi,17h 50m,"1-stop
												
												",11:25,Mumbai,"82,816"
13-02-2022,Vistara,UK,809,19:50,Delhi,24h 25m,"1-stop
												
												",20:15,Mumbai,"82,816"
13-02-2022,Vistara,UK,813,17:35,Delhi,26h 40m,"1-stop
												
												",20:15,Mumbai,"82,816"
13-02-2022,Vistara,UK,819,14:15,Delhi,18h 00m,"1-stop
												
												",08:15,Mumbai,"85,527"
13-02-2022,Vistara,UK,705,06:30,Delhi,06h 30m,"1-stop
												Via Lucknow
												",13:00,Mumbai,"86,137"
13-02-2022,Vistara,UK,705,06:30,Delhi,13h 50m,"1-stop
												Via Lucknow
												",20:20,Mumbai,"86,137"
13-02-2022,Vistara,UK,839,13:30,Delhi,09h 05m,"1-stop
												
												",22:35,Mumbai,"86,776"
13-02-2022,Vistara,UK,819,14:15,Delhi,07h 35m,"1-stop
												
												",21:50,Mumbai,"91,575"
14-02-2022,Air India,AI,868,18:00,Delhi,02h 00m,non-stop ,20:00,Mumbai,"22,152"
14-02-2022,Air India,AI,805,20:00,Delhi,02h 10m,non-stop ,22:10,Mumbai,"22,152"
14-02-2022,Air India,AI,678,09:00,Delhi,02h 15m,non-stop ,11:15,Mumbai,"22,152"
14-02-2022,Air India,AI,624,19:00,Delhi,02h 15m,non-stop ,21:15,Mumbai,"22,152"
14-02-2022,Air India,AI,441,17:50,Delhi,03h 45m,"1-stop
												Via IXU
												",21:35,Mumbai,"22,152"
14-02-2022,Air India,AI,499,13:00,Delhi,26h 50m,"1-stop
												
												",15:50,Mumbai,"29,622"
14-02-2022,Air India,AI,475,13:00,Delhi,24h 35m,"1-stop
												
												",13:35,Mumbai,"29,776"
14-02-2022,Air India,AI,531,20:00,Delhi,24h 45m,"1-stop
												
												",20:45,Mumbai,"31,462"
14-02-2022,Air India,AI,411,07:05,Delhi,08h 00m,"1-stop
												
												",15:05,Mumbai,"32,646"
14-02-2022,Air India,AI,811,18:30,Delhi,20h 35m,"1-stop
												
												",15:05,Mumbai,"32,646"
14-02-2022,Vistara,UK,995,10:20,Delhi,02h 15m,non-stop ,12:35,Mumbai,"34,472"
14-02-2022,Air India,AI,453,04:55,Delhi,08h 50m,"1-stop
												
												",13:45,Mumbai,"35,532"
14-02-2022,Vistara,UK,637,17:10,Delhi,18h 20m,"1-stop
												
												",11:30,Mumbai,"36,577"
14-02-2022,Vistara,UK,706,13:40,Delhi,21h 50m,"1-stop
												
												",11:30,Mumbai,"36,577"
14-02-2022,Vistara,UK,963,08:50,Delhi,02h 20m,non-stop ,11:10,Mumbai,"36,712"
14-02-2022,Vistara,UK,955,17:45,Delhi,02h 20m,non-stop ,20:05,Mumbai,"36,712"
14-02-2022,Vistara,UK,951,14:20,Delhi,02h 10m,non-stop ,16:30,Mumbai,"37,048"
14-02-2022,Vistara,UK,627,13:20,Delhi,26h 40m,"1-stop
												
												",16:00,Mumbai,"37,417"
14-02-2022,Air India,AI,471,13:15,Delhi,04h 35m,"1-stop
												
												",17:50,Mumbai,"37,256"
14-02-2022,Air India,AI,483,16:30,Delhi,23h 55m,"1-stop
												
												",16:25,Mumbai,"37,900"
14-02-2022,Air India,AI,485,05:30,Delhi,10h 55m,"1-stop
												
												",16:25,Mumbai,"39,622"
14-02-2022,Air India,AI,451,14:30,Delhi,25h 55m,"1-stop
												
												",16:25,Mumbai,"39,622"
14-02-2022,Air India,AI,423,04:50,Delhi,12h 35m,"1-stop
												Via STV
												",17:25,Mumbai,"39,859"
14-02-2022,Air India,AI,473,18:40,Delhi,22h 45m,"1-stop
												
												",17:25,Mumbai,"39,859"
14-02-2022,Air India,AI,415,16:45,Delhi,25h 05m,"1-stop
												
												",17:50,Mumbai,"40,447"
14-02-2022,Vistara,UK,879,17:40,Delhi,05h 20m,"1-stop
												
												",23:00,Mumbai,"41,281"
14-02-2022,Vistara,UK,899,14:45,Delhi,08h 15m,"1-stop
												
												",23:00,Mumbai,"41,281"
14-02-2022,Vistara,UK,859,10:25,Delhi,12h 35m,"1-stop
												
												",23:00,Mumbai,"41,281"
14-02-2022,Vistara,UK,879,17:40,Delhi,20h 50m,"1-stop
												
												",14:30,Mumbai,"41,281"
14-02-2022,Vistara,UK,899,14:45,Delhi,23h 45m,"1-stop
												
												",14:30,Mumbai,"41,281"
